"","SP5448_RS00285","SP5448_RS00885","SP5448_RS00890","SP5448_RS00895","SP5448_RS00900","SP5448_RS00905","SP5448_RS00910","SP5448_RS00920","SP5448_RS00995","SP5448_RS01190","SP5448_RS01960","SP5448_RS01965","SP5448_RS02155","SP5448_RS02160","SP5448_RS02175","SP5448_RS02500","SP5448_RS02510","SP5448_RS02535","SP5448_RS02560","SP5448_RS02810","SP5448_RS02815","SP5448_RS03395","SP5448_RS03495","SP5448_RS04130","SP5448_RS04140","SP5448_RS04150","SP5448_RS04155","SP5448_RS04245","SP5448_RS05395","SP5448_RS05420","SP5448_RS05475","SP5448_RS06005","SP5448_RS06010","SP5448_RS06150","SP5448_RS06455","SP5448_RS06460","SP5448_RS06465","SP5448_RS06470","SP5448_RS06475","SP5448_RS06480","SP5448_RS06485","SP5448_RS06490","SP5448_RS09410","SP5448_RS07120","SP5448_RS07230","SP5448_RS07235","SP5448_RS07415","SP5448_RS07650","SP5448_RS08220","SP5448_RS09510","SP5448_RS08225","SP5448_RS08265","SP5448_RS08270","SP5448_RS08275","SP5448_RS08280","SP5448_RS09550","SP5448_RS08585","SP5448_RS08590","SP5448_RS08625","SP5448_RS08735"
"SPYO_Oss_3 (GE) - TPM",-1.00956185954161,-0.20404287537705,-0.241724390188588,-0.33204082975922,-0.205902207357506,-0.143730628050261,-0.237397271528741,-0.288258681860024,-1.49757761385804,-1.05036178908798,-0.856524423258638,-1.09521984250357,-0.56716387308466,-0.873878730193329,-1.09753047396109,-1.08442818983282,-0.379601777308354,-0.476706225401541,-0.803873045001379,-0.573325051885453,-0.937834703657355,-0.985999498969596,-0.336796606049748,-0.906573111238559,-1.12636312534327,-1.17602339022096,-1.15232093990223,-0.533214621539665,-0.69142948840998,-1.97497064880818,-1.0774545097941,-0.751618056644931,-1.16654515284173,-0.951236168872288,-0.606001729446609,-0.344900913041435,-0.354662991457762,-0.406284945228582,-0.551660444067138,-0.533684688253832,-0.566180603251043,-0.538404319075964,-0.424334209136376,-0.942859778232794,-1.40587405906703,-1.2295545574223,0.0676047327169374,-0.381370670726138,-0.750577001700249,0.0858711765670469,-0.694946613064331,-0.732058078186276,-0.633670293347396,-0.328347902233625,-1.05555822850991,-0.961944162363657,-0.826442815484027,-0.852014037050562,-0.413482316347865,-1.16790933034823
"SPYO_Oxs_1 (GE) - TPM",-0.86800990111575,-0.257648642815388,-0.255521611983656,0.141397771566396,-0.173265952977191,-0.266953612749673,-0.185815578139877,-0.29554767037539,0.900283377719526,-1.01592932398487,-1.07916003569996,-0.526441073694774,0.618204046505168,0.0297445612536235,0.21200165998665,-0.501436423891441,-0.845249587185011,-0.0665864003491503,-0.038840862167541,-0.516678879236104,-0.358516496589484,-0.0873723894270071,-0.664478819537926,-0.512986720681777,-0.326550430959229,0.309227335350917,0.116259380350103,-0.325308180303365,-0.3784992580186,-0.619262321120727,-0.38729881896405,-0.236096653947767,-0.18990494189406,-1.71209626189347,-0.368977707412888,-0.766500814862059,-0.63468533504777,-0.342911800232111,-0.201900885430763,-0.388088555696519,-0.405579393808802,-0.364052561257591,-0.9328555937182,-0.0931506866599251,0.188807877704301,0.476852390534411,-0.576167722238666,-1.60980939571694,0.119838511605649,-0.0576575690861719,-0.395250412119995,0.848123257406644,-0.102140093428265,-0.155864717000467,-0.959693312409876,-0.90305730143372,-0.422409100004854,-0.275241911337348,1.45985015046153,-0.687189501026846
"SPYO_Oxs_2 (GE) - TPM",-0.862834459455011,-0.17194501930318,-0.236586313089956,0.0230143988399894,-0.189482669464262,-0.186066761689815,-0.177895040640987,-0.309017321408369,-1.49605490324887,-0.748174877091371,-0.992551938595366,-0.544187217093274,0.601539534981041,-1.07770392989796,0.200165747590174,-0.42931272598466,-0.779881659476251,-0.0328775056706551,-0.159946334940158,-0.500492994279246,-0.277327305001155,0.473989116450507,0.18465189955031,-0.263582665033326,-0.33620840397898,0.969993228923289,0.105337293597131,0.251846959210114,-0.0308667970212133,0.188336147825486,0.414224551771811,-0.0431844602316271,-0.0278576924651727,-1.67826021711813,-0.341040995457263,-0.641295839516341,-0.574848464731939,-0.427187724865814,-0.27546514849838,-0.199660084443869,-0.271620055214041,-0.242364451344168,-1.01021032325472,1.03960435972839,-0.269206746604908,0.255684452127509,0.337412416617639,-1.5277018103289,-0.198997920317479,-0.361796963190704,-0.445635533065341,2.16751217758475,-0.0550353796513375,-0.360145657891948,-0.772357036697363,-0.213168026761884,-0.346408964919464,-0.156971906505967,0.267566864486251,-0.593171365778077
"SPYO_Oxs_3 (GE) - TPM",-0.890883175291308,-0.139041230306393,-0.303930074366999,-0.287556077903576,-0.29153638200911,-0.313558013845862,-0.258573038262206,-0.299614268672074,-0.585699453036964,-0.47007473964701,-1.20813843335211,-0.739370523959831,-0.518849641093421,0.255940247837307,0.916921047030744,-1.05730060838365,-0.733450785015422,-0.707625055863494,-0.0482066683350414,-0.70321652966271,-0.477607451515194,-0.625676466707984,-1.60655902467987,-0.400630166015131,-0.187345731090175,-0.193440181290013,-0.284089073554167,-0.693881248458122,-0.412075446980396,0.720794790351466,-0.654921851832188,-0.358095982450538,-0.16451925652472,-1.8609376385869,-0.375180504101234,-0.845914361099209,-0.465825431744281,-0.530842703081537,-0.143240399205154,-0.492012542279652,-0.603386604493117,-0.486626121389441,-0.635589303478606,0.515667662730764,-0.509611596236625,0.10615861063823,-0.399947277294626,-1.0804569984162,0.132755919532907,-0.221839126872294,-0.309686349778557,1.0102583984913,-0.0968580939570283,0.0184496209724362,-1.32492653342238,-0.491519954438823,-0.460644990389289,-0.295988980323112,-0.363115154631144,-0.669291084107255
"SPYO_Sp_1 (GE) - TPM",0.899024315126954,-0.357867758254317,-0.270357010547083,-0.169737056508982,-0.52279373990816,-0.22147486449817,-0.300680170033051,-0.304258203199819,1.860020758291,0.541697001654331,0.272642907255745,1.114812507085,-0.217287618980098,2.02079747677658,0.304000093940619,1.11425277768078,0.278171581253416,0.370276198318257,1.41843024286837,1.0014674171633,-0.0796863218172981,0.950980884924605,-0.913881449458302,1.40984213772992,0.941343605927005,0.643484026869568,0.338457929582194,2.23740155875053,1.34173040913953,1.68834887397695,-0.5722666669534,2.03702833960238,1.95564577202289,-0.0593042042908703,1.30222027891487,1.94897005860852,1.33586974627233,1.12963068894507,1.42854581078562,0.944556769387292,1.30030326436882,1.07100305634632,0.948469081368019,-0.278194721964509,0.867949315469894,1.7648695187683,-0.00810799106341532,2.28713980936194,1.38845710761597,0.921481786550884,1.49995414204812,0.864600111382779,0.965419510626991,-1.19133968370567,-0.346276883532445,1.0465563596928,0.365826468619203,0.0213265252846607,2.34057447320561,0.0140633542430983
"SPYO_Sp_2 (GE) - TPM",1.09480767138098,-0.252766483888766,-0.333975634691968,-0.416365201599829,-0.272541485246793,-0.16867646545585,-0.310269372620554,-0.319755269847443,-0.418786647710085,0.272581252116962,0.830448255837697,1.7037441919564,0.879507640747863,0.986071978082476,0.992217780921273,0.722548794163987,0.124735319220817,0.846786956851283,-0.171342801428412,0.869801822750294,0.0422386729540746,1.17320240607934,0.293944366451301,0.882054967936296,1.11384761156487,0.178748152818352,0.295281472673609,1.23745342113946,1.28206957636872,1.14134677674713,2.21316874550945,1.94999569010723,1.65666120920396,0.207396773397124,1.1489643355629,1.17919403114212,1.09238464118966,0.86269439032514,1.08879281273924,1.19893950805069,0.844951591820233,1.03555780558697,1.22542840314162,-0.735480434672123,2.0361800594529,0.468894351301446,0.0495573566414038,1.47780102019371,1.03298789022117,-0.194193200774333,1.38206765988045,0.639213549154514,1.18705583890925,-1.03328081555749,-0.233349155547179,0.995312462051159,0.522968724493614,0.447109055432833,-0.180948714335041,0.0500779176365979
"SPYO_Sp_3 (GE) - TPM",1.27438702788477,-0.331460135076253,-0.278085710194357,-0.302926019935831,-0.473947640846112,-0.343848403795477,-0.318947121948725,-0.310230737687234,2.27291841110295,0.451054771679263,0.590907150537993,1.07025604872409,0.942253366907085,0.534882934836125,0.990748363887254,1.18095110203394,0.312011142931556,0.623461867229272,0.469474759867536,0.980763470439099,1.44137070845747,1.52130853106986,-0.531995596802866,1.49974061962006,1.1597146485823,1.32841984655478,0.522883885832117,-0.665451010105415,1.89066631277068,1.68190657766144,2.07608426399818,1.93536001499785,1.71373497411704,0.0834138555468778,1.25588929152441,0.929303756145441,1.43504172103768,1.44015041518265,0.854418241512734,1.23558109502357,0.995027301347448,1.30824764660968,1.58171195020291,0.0984701048071316,-1.42346802669788,2.97884813492274,0.249603146626686,1.42656327686478,1.57455909587594,1.19003524053588,1.56171103769413,-0.0852704228260403,1.16075948851835,-0.443468104645708,-0.560370863020701,1.49516549361635,0.262232987816598,0.0983140086681743,2.09949087739696,-0.155926102245878
"SPYO_Tm_1 (GE) - TPM",1.89449788615991,-0.20945228043213,-0.289119359077051,-0.137786103623718,-0.334045049057565,-0.411895345822359,-0.350766565426907,-0.207373011121845,0.639670388656443,2.55152213556473,1.40177181991061,1.31704268451127,0.763856596745511,1.67742554254698,-0.41554052194712,1.28697379914182,1.16400892185241,1.2823048317229,-0.518184314496003,1.66528679834717,3.16522219342218,1.82865125707322,1.55406925843436,-0.0935077368649436,0.00781667574672796,0.463002415359189,0.146863641783325,0.208533766227161,-0.807188741855036,-0.395812699311273,0.505713679844013,-0.494086602331283,-0.289997776131492,0.953019322450175,0.084039207891011,0.245673944321653,-0.0495252005212402,0.0338876877280461,-0.306756894570894,-0.212182122684821,-0.0676712819934559,-0.285926257997385,2.38358572928504,1.85929646574975,2.28351775513942,1.20767233899164,-0.29918664801287,1.01119164119084,0.0418064871888365,-0.0515913039660171,-0.217316911567961,-0.696860077671227,-0.551058351580917,1.6828386981493,1.64553735148659,1.40490831508752,2.25527535593119,2.23551611935878,-0.0375345054149708,2.13785595672214
"SPYO_Tm_2 (GE) - TPM",1.36745440333781,-0.255286097520842,-0.319850206184362,-0.418820719897955,-0.320099880527319,-0.37495423778838,-0.343196762882021,-0.211262146735082,-0.0891502049941626,1.10389589980533,1.10243319681391,0.788496037659585,1.752500006093,0.774146373219579,0.793049713480917,0.777551684445861,1.22939053332121,1.00974361436708,-0.429993817774034,1.27922529962157,1.31778536831097,0.0785336229208656,0.690497160237353,0.0326843771308957,-0.132485845554252,0.758190789727143,0.270725693953976,-1.16823953256758,-0.892024891439625,-1.28803216289336,0.991383363475715,-0.514852835531473,-0.413770885819821,0.634200407033557,0.081603301767445,0.172683172183279,0.202576062016437,-0.100198507346632,-0.173793009794003,-0.16725739100879,-0.158456075848673,-0.399674519696893,1.06612351140908,0.14531091889934,1.77128692641579,1.48849090245967,-0.637189088691228,0.351991457381776,-0.364902913844896,-0.129890720155682,-0.326454060490894,-0.60818134022194,-0.596834359870629,1.3056846179716,1.01270411705046,1.19579817430652,2.32146850529125,2.19604098288707,-0.654336069752388,1.91890211082554
"SPYO_Tm_3 (GE) - TPM",2.09390462080844,-0.134927374338511,-0.270738686075681,-0.0679691476998139,-0.288216426302933,-0.282213918065534,-0.264774288573347,-0.133824061600355,1.16901617120842,1.70426128921716,1.39728406770139,0.935166287780864,2.28059452829633,1.58526842019712,1.00540349347514,1.74414743929335,1.21517609932473,1.53096473058604,-0.10702252547464,2.18589713177914,1.80842290184834,-0.668062498268169,2.22666054856907,0.0284613531295391,0.0226186988250573,1.34604818008203,0.529962790985,0.139624851399168,-0.741159561186074,-0.435669671889269,0.358090899897657,-0.296837795035735,-0.104680567163845,0.891502139335819,0.154774154117894,-0.038866500184745,0.107000242713662,-0.183662618789022,-0.10159936802876,-0.214119064205055,-0.188635909963512,-0.245445820110865,1.60947416666676,0.404919490080929,1.51840828034381,1.44524325645976,0.128437069163942,1.2194255487742,-0.0263885313839956,-0.0926539578990023,-0.145134516719627,-1.16264259537416,-0.520864012387727,2.22097342707317,2.32536660272757,1.74769536286335,2.29747367819695,2.61885122125627,-0.560000652518246,2.02850401800674
"SPYO_Vic_1 (GE) - TPM",-0.77592790989859,-0.480624589052592,-0.332157729427355,-0.489039252749307,-0.491393360162464,-0.393321312034141,-0.377552302015057,-0.274708993648025,1.18367479806731,-1.57977290280977,-0.461718338551067,-0.884438622199612,-0.690592342186251,-0.662491870612929,-0.175610125084665,0.66713187920718,0.380130585220896,-1.35101540364478,-0.47648815710046,-0.84863555536632,-0.792549779745979,-0.593456731086435,-0.406689440097785,-0.672947430476516,-0.342129124715973,0.517443129725367,-0.187881650954969,-0.537827257695886,-0.852308868145195,-0.669599224260779,0.344530763821171,-0.277306048204843,0.532044309920904,-0.121619843642249,-0.585265814385474,-0.405903605637639,-0.543576728434252,-0.600826150714694,-0.616790586102234,-0.605172985872142,-0.571705480080456,-0.49646019475746,-0.264473749633353,-0.725551240088537,-0.618545164888262,-1.14824088956339,0.601045959001526,0.444969876484985,-0.855472485362079,-0.767688577543335,-0.674935546051478,-1.44534893218359,-0.840821538690837,-0.782561581101902,-0.958834963661001,-0.535552895522739,-0.651369182888795,-0.715864665172173,-1.06283121724122,0.453561459840435
"SPYO_Vic_2 (GE) - TPM",-0.81488818125337,-0.443108460226274,-0.330340979802301,-0.49865074617774,-0.432337031573286,-0.355498551737175,-0.376191325237056,-0.26243662359844,-0.0557484073404588,-1.16015817744494,-0.599171118166477,-0.71920782348322,-0.922471521040457,0.00231310761037647,-0.918505935718564,0.380527035369965,0.161484039707677,-1.54292473402959,-0.477906346132328,-0.778425017966321,-1.13360246038259,0.0302555695168613,-0.803867767599112,-0.689400450457136,-0.299221916632789,0.315672598199152,-0.353028429247137,-0.214190584845311,-0.827572896868505,-0.334075967082916,0.196030341495791,-0.340805405234315,0.470093085160773,-0.312830094405077,-0.772384001307707,-0.549049606936683,-0.429179070526715,-0.394339839970314,-0.618460577305843,-0.704217572326281,-0.471857065373598,-0.559509839275364,-0.11197133220399,-0.657264375360466,-0.592656725224739,-0.217975743047598,-0.12852119737536,0.683395260780919,-0.678248548462552,-0.103859498546709,-0.705075850356983,-1.56400182481054,-0.829725755631607,-1.17690611071799,-0.996426777827392,-0.675682594135428,-0.698308758415032,-0.69157620626344,-0.650876402222758,0.278381615541333
"SPYO_Vic_3 (GE) - TPM",-0.644596662617647,-0.431597583151923,-0.332014918516202,-0.443084931063453,-0.44628895256777,-0.401309441780059,-0.371233330702127,-0.311166177706825,0.531684803688468,-0.867832056337554,-0.766024575290087,-1.05592303168275,-0.876495802446866,-1.38347044330617,-1.13041479062062,-0.977041383205512,0.00522473988855478,-1.63218079253417,-0.410876120989516,-0.905741463389323,-1.02773598796546,-1.63748725503614,-0.492502104693007,-0.528303258809588,-0.347688648670189,-0.540042835183235,-0.401705599945789,-0.841189314872617,-0.858027171388543,-0.480790270011079,-0.29742628334077,-0.408521271453562,-0.02936318835822,-0.751805672152943,-0.379211089678421,-0.334873289851911,-0.455386234206029,-0.312366770899218,-0.505548982864192,-0.560345410931276,-0.470092199016474,-0.466597640668569,-0.376776480256418,-0.632369924970906,-0.253475677958833,-0.113853638964027,0.31467569870252,-0.138302671600871,-0.765313723741854,-0.81520239642026,-0.616761177460085,-1.75960659802496,-0.860889788544247,-1.81664082863338,-1.37529922472527,-0.680533966571497,-0.854603586572083,-0.786733871112231,-1.04508631231375,-0.319723694876195
