"","E2348C_RS00350","E2348C_RS00895","E2348C_RS01285","E2348C_RS01395","E2348C_RS26285","E2348C_RS01645","E2348C_RS01650","E2348C_RS26325","E2348C_RS03530","E2348C_RS03700","E2348C_RS03900","E2348C_RS05210","E2348C_RS05645","E2348C_RS26545","E2348C_RS26550","E2348C_RS05780","E2348C_RS05905","E2348C_RS06575","E2348C_RS26655","E2348C_RS06695","E2348C_RS07020","E2348C_RS07700","E2348C_RS26815","E2348C_RS08520","E2348C_RS08525","E2348C_RS09150","E2348C_RS09200","E2348C_RS27040","E2348C_RS27085","E2348C_RS27125","E2348C_RS11240","E2348C_RS11995","E2348C_RS12090","E2348C_RS12165","E2348C_RS12310","E2348C_RS12695","E2348C_RS12710","E2348C_RS12875","E2348C_RS13470","E2348C_RS27265","E2348C_RS13705","E2348C_RS14085","E2348C_RS27305","E2348C_RS14420","E2348C_RS15695","E2348C_RS27450","E2348C_RS16015","E2348C_RS16555","E2348C_RS17560","E2348C_RS18120","E2348C_RS27615","E2348C_RS27670","E2348C_RS27880","E2348C_RS22865","E2348C_RS27915","E2348C_RS27940","E2348C_RS27965","E2348C_RS25075","E2348C_RS25090","E2348C_RS25275"
"EPEC_Oss_3 (GE) - TPM",0.251019837475591,0.0783982732421944,-0.0983580920419008,1.6685465465844,0.745894606965702,0.0798953538276725,0.780974851326405,0.993273462759864,-0.0788087121983872,-0.663828101393843,0.0122549855447405,-0.0110305047052503,-0.437085666957951,-0.653026865536462,-0.642701156193811,-0.337732433352963,-0.371957519886009,1.33937508764286,1.12954517142982,-0.296009493830975,0.893239871329345,-0.312174154636623,2.97601897389948,0.0470964859103147,0.999415206652876,0.588535270976019,0.275173404510597,-0.050270418419424,-0.377053614602862,-0.395623558227915,1.56185476123249,0.181884470470156,-0.551240973808026,0.489379855737577,-0.427884478428856,0.268937444584502,1.16426661083295,-0.301706721916883,0.0503772077135577,0.0504845503073619,0.40821436305847,-0.583677955890276,-0.166666666666667,-0.339553359894451,0.880457687032777,0.478718546564644,-0.346362126639217,0.447497256494353,0.11603380579827,-0.382669370249964,1.20741665963287,-0.229005558148568,-0.362659446817821,-0.169043932179552,-0.323124605169998,0.868945518290494,0.131954944215094,0.32000029205225,0.0711894231017716,0.248363034416537
"EPEC_Oxs_1 (GE) - TPM",-0.358169374356715,-0.173510727299019,-0.412681056772823,0.21617170220392,-0.255141896830237,-0.353475985888016,0.385803274061099,-0.184308525935761,-0.443930012763061,-0.341379040630708,0.0271584021043067,-0.141136466468783,-0.437085666957951,-0.274909279461812,0.973780464890163,-0.157097297757823,-0.693369400467734,-0.236664498818642,-0.905074174955463,-0.401865334569762,-0.716392418522326,0.22602057194177,-0.298332799449568,-0.750439897198852,-0.274625581168145,-0.362102535736674,0.0124019405537714,-0.322363504935279,-0.377053614602862,-0.276081264959082,-0.41484802772523,-0.556567575228339,-0.923995785729193,-0.860397776474788,-0.427884478428856,-0.170373319716043,-0.196323932821874,0.170683371249863,-0.46783572818824,-0.356656867724773,-0.613580402511976,0.160524286034885,-0.166666666666667,-0.468699489657176,-0.278489365242071,-0.449851730517247,-0.436033309406699,-0.264514571974047,0.0221371255449244,0.673578190950754,-0.174138087658709,-0.436429364068057,-0.362659446817821,-0.527419286713382,-0.323124605169998,-0.495520813817128,0.274442527233089,-0.389632544570125,0.156300808542888,-0.463565708849113
"EPEC_Oxs_2 (GE) - TPM",-0.297050501886332,-0.437445636265357,-0.466343330238007,0.264696998025277,-0.255141896830237,-0.400125807358746,0.477986481408546,-0.276187597963401,-0.620372123692797,0.0684586998857385,-0.0699012107890726,-0.277453569453329,-0.437085666957951,1.92310578256774,0.724913723640802,0.0724927519603212,-0.541300351429807,0.838335547187444,-0.218814706794972,0.571245917136731,-0.464460062129375,-0.312174154636623,-0.271587652685375,0.0431762411013162,-0.0440637807043804,0.35434097773393,-0.5266566668398,-0.164280155267764,-0.132259598495943,-0.395623558227915,-0.128108867030612,-0.705127236876939,-0.21898274508352,-0.765821493935314,-0.0106461421929807,-0.0519644896931226,2.1226700118641,-0.0479804613333217,-0.0772870945561402,-0.418262420030507,0.087455639814745,0.0234914875764473,-0.166666666666667,-0.560363280624726,1.61676692845941,-0.339823822250089,-0.539544757612522,-0.264514571974047,0.782971640050873,-0.382669370249964,-0.30293496881181,-0.596067750520774,0.478767400904622,-1.13987493618753,0.23887367054069,0.825714571349993,-0.0819285595120536,-0.143708210753219,-0.620764925220886,-0.398505634821931
"EPEC_Oxs_3 (GE) - TPM",-0.297798895125375,-0.171459688651569,-0.367282911851153,0.695592255775711,-0.255141896830237,-0.223003778585271,0.100901218272374,-0.0461030993756128,-0.616403699930567,-0.0139184755820764,0.0322420076860784,-0.00270072257998886,0.432978790012195,0.109085011184163,0.427220044952672,-0.155693581815647,-0.639898250557184,0.136506410123271,-0.726913256364436,1.12671885670081,-0.248759982733394,0.772579922705368,-0.495702698709949,-0.569345208149648,0.553907418419964,-0.450726735849602,-0.41790521900371,-0.182063433365014,-0.268425419224504,-0.395623558227915,0.186461493802551,-0.745981576451981,-0.584311268080594,-0.720728997152956,-0.0575825552202364,-0.365286248319332,0.728822073089105,0.573366323122532,-0.418773938386212,-0.269521275631126,-0.00826569636530772,0.301383424909172,-0.166666666666667,-0.438966416699413,0.197135684929001,-0.536418662247312,-0.46690460627698,0.286190217231266,-0.318765702803783,0.563513441107944,-0.30293496881181,-0.347573424500868,-0.362659446817821,-0.216906494364859,-0.323124605169998,0.208042538658008,-0.378494638933497,-0.144235718466724,0.855997783570508,-0.498714215290637
"EPEC_Sp_1 (GE) - TPM",-0.321257760866209,0.538350299262955,0.349277144627581,-0.188236340136542,-0.255141896830237,-0.545454630808771,-0.0128018379439475,-0.647694015291519,-0.123188957789786,-0.663828101393843,-0.627017876271071,0.730504608762309,-0.437085666957951,-0.653026865536462,-0.871710280111236,0.997922875383026,0.954738917610282,-0.708082209734125,-0.940377151282735,-0.751273682552426,-0.914605866976036,-0.312174154636623,-0.495702698709949,-0.401338975506915,0.609611728336992,-0.450726735849602,2.351751025842,3.79527476285865,0.419973088819303,-0.395623558227915,-0.533998826650713,-0.595317406453203,2.27648836064633,-0.238508810231267,-0.427884478428856,-0.496919930737609,-0.459859421548456,0.856642533627461,-0.516146669100526,-0.610183034921019,-0.763453251317661,0.244779188364773,-0.166666666666667,0.914997941332597,2.33143293152614,-0.536418662247312,-1.20363053457549,-0.264514571974047,-0.781630917402139,-0.382669370249964,-0.30293496881181,0.682967960241656,-0.362659446817821,-1.61117239479063,-0.323124605169998,-0.495520813817128,-0.378494638933497,-0.206826402316263,-0.904074071075135,0.295954443989117
"EPEC_Sp_2 (GE) - TPM",-0.383607674598486,-0.437445636265357,0.615328188389105,-0.535709717059815,-0.255141896830237,-0.545454630808771,-0.988705184629937,-0.970760450538824,0.120927624159391,-0.663828101393843,-0.627017876271071,-0.277453569453329,-0.437085666957951,-0.653026865536462,-0.871710280111236,-0.337732433352963,0.622561730862998,-0.708082209734125,2.4924348958346,-0.751273682552426,-0.914605866976036,-0.312174154636623,-0.495702698709949,1.84562052377977,-0.602472007954043,-0.450726735849602,-0.854952592105173,-0.322363504935279,0.671086665367456,-0.395623558227915,-0.533998826650713,-0.446298321520419,0.348584589910092,1.46959321247827,3.14511386140359,-0.496919930737609,-1.20767231648366,0.601373912972756,2.30246633050393,1.03331896101197,2.15123199358556,1.15833919695366,-0.166666666666667,-0.717001585871175,1.27722290774545,-0.536418662247312,2.35065902279117,-0.264514571974047,-0.781630917402139,-0.382669370249964,-0.30293496881181,-0.828121194426082,-0.362659446817821,-0.714298891816801,-0.323124605169998,-0.495520813817128,-0.378494638933497,-0.483011199112289,1.52202876106744,0.350831553956245
"EPEC_Sp_3 (GE) - TPM",-0.369426849544115,-0.437445636265357,0.355839406082154,-0.535709717059815,-0.255141896830237,-0.545454630808771,-1.1618434369478,0.285036689713951,1.44451167721531,-0.663828101393843,-0.627017876271071,-0.277453569453329,-0.437085666957951,-0.653026865536462,0.250902220619568,-0.337732433352963,-0.00211516326714877,-0.708082209734125,-0.263920646102988,-0.751273682552426,-0.914605866976036,-0.312174154636623,-0.495702698709949,-0.92876308682569,-0.602472007954043,-0.450726735849602,0.53002887646354,-0.322363504935279,-0.377053614602862,-0.395623558227915,-0.533998826650713,-1.06829935979363,-0.661927607404233,-0.656326233864316,-0.427884478428856,-0.496919930737609,-1.20767231648366,0.574655222199038,-0.516146669100526,-0.610183034921019,-0.763453251317661,-0.106968999571687,-0.166666666666667,0.0759701204654843,-0.746835379833429,-0.536418662247312,-1.20363053457549,-0.264514571974047,-0.781630917402139,-0.382669370249964,-0.30293496881181,-0.5018000363591,-0.362659446817821,-0.506582507272842,-0.323124605169998,-0.495520813817128,-0.378494638933497,-0.483011199112289,-0.904074071075135,0.5996862884094
"EPEC_Tm_1 (GE) - TPM",-0.208227692933844,-0.239422161849051,-0.285712965128424,-0.39468046519563,-0.255141896830237,-0.0653327396376969,0.11360799253227,0.0782250703408557,-0.426293287773074,0.949006001981774,-0.381612180774482,0.336197420404813,-0.437085666957951,1.61650719220896,-0.344234643798028,-0.0666807766909017,0.289691991869212,-0.393688959783165,0.225046530800598,-0.0522017751615064,1.86139584763584,-0.312174154636623,-0.495702698709949,-0.0724991796236992,1.11935032043517,-0.184757037551891,-0.746493680248311,-0.113459930190647,-0.215308734023773,1.03940784955512,-0.176415886324557,0.0835176511540818,-0.149916138427597,-0.00681214504025686,-0.427884478428856,-0.496919930737609,0.765177262469704,-0.186731433257732,0.0637963426350891,-0.35656427885194,-0.313670501891382,1.23009825183597,-0.166666666666667,-0.0960196426033882,-0.746835379833429,-0.0168273842127275,0.880608544391606,-0.264514571974047,0.0798636358260375,-0.382669370249964,-0.30293496881181,-0.0614877373582729,-0.362659446817821,-0.0541500383190122,1.90487946468972,0.202872269637278,0.405316107682339,-0.25882058267843,-0.342494118085705,-0.373197014945303
"EPEC_Tm_2 (GE) - TPM",-0.227282529210331,0.00115606844751652,-0.410814236439654,-0.431587936464305,-0.255141896830237,-0.261875753129641,0.237196296997738,0.142533197972033,0.417664718160776,1.47952926284992,-0.627017876271071,-0.277453569453329,0.0411498152912893,-0.234128083856897,-0.612087061361913,-0.337732433352963,0.111146118631353,-0.592024070815839,0.232938319255483,0.0229126388448773,1.42770245503115,-0.113427236022701,0.59758168392818,-0.296584148863734,-0.420869149557549,-0.057996317238259,-0.454576965359554,-0.168130167622223,0.100610834279331,0.134117695446044,0.522013935636757,0.774202667661502,1.81537738540908,-0.514430283355743,-0.427884478428856,-0.0628010766239906,-0.199289317793863,-0.421050370860553,-0.195018082947081,-0.0484434781895513,-0.265341900769541,1.5531316490913,-0.166666666666667,-0.380789916845075,-0.285627703194245,0.422615869968915,0.416150514638535,-0.264514571974047,0.872074953870074,0.137404964248483,-0.30293496881181,-0.224382687305648,-0.362659446817821,1.50538084016824,1.32180896587269,0.793536782967541,0.778879019243251,-0.358871388437914,0.339767980649046,-0.378036741527126
"EPEC_Tm_3 (GE) - TPM",-0.24309957768984,0.330531228567871,-0.436085543818315,-0.262239102054769,-0.255141896830237,-0.396493501513706,-0.084041025775109,0.859923897762253,-0.0442841319144743,-0.413631647238886,-0.246323825860989,-0.277453569453329,-0.437085666957951,-0.653026865536462,-0.18982296609042,-0.337732433352963,0.0403519338447059,-0.464225522479079,0.374461895618776,-0.751273682552426,0.623382855959066,0.105424866622058,0.193446835728094,-0.430647240182663,-0.220895395944123,-0.450726735849602,-0.686701963636386,-0.322363504935279,0.124771036707019,-0.395623558227915,-0.256642390825127,0.0484480599399633,1.06516009303779,-0.121700620789689,-0.427884478428856,-0.34489442192855,0.557972471785337,-0.199897475989725,-0.403689593700655,0.373404076231919,-0.240147496752173,1.64949070195501,-0.166666666666667,-0.106899133654568,-0.262299882072081,0.874140652564597,0.0726514803513761,-0.264514571974047,0.287507598022031,-0.382669370249964,-0.30293496881181,-0.471341215366786,-0.362659446817821,0.160109676667113,-0.323124605169998,0.0461823675308897,-0.0745162739250282,-0.265646556901746,0.402681341222318,-0.413732050725332
"EPEC_Vic_1 (GE) - TPM",-0.346734538871328,-0.437445636265357,-0.495160615175765,-0.535709717059815,-0.255141896830237,-0.545454630808771,-0.812934855700453,-0.433318370889762,-0.468353741752213,-0.663828101393843,-0.627017876271071,-0.277453569453329,-0.437085666957951,1.6725402255222,0.209286919881912,-0.337732433352963,-0.234579980003677,-0.708082209734125,-0.0718701786434026,-0.751273682552426,-0.914605866976036,0.791193326191412,-0.495702698709949,-0.92876308682569,0.405718154626538,-0.450726735849602,0.923234258062589,-0.322363504935279,-0.377053614602862,-0.395623558227915,-0.533998826650713,-0.674881200448966,-0.204384426741749,0.16165956326052,-0.427884478428856,-0.496919930737609,0.0363631929582039,-0.4484011014244,-0.516146669100526,-0.610183034921019,-0.763453251317661,-0.546864799329483,-0.166666666666667,-0.547317984444632,-0.746835379833429,-0.536418662247312,0.145230932879992,-0.264514571974047,-0.781630917402139,2.50458600009861,-0.30293496881181,-0.199672360836925,-0.362659446817821,-0.618439221056249,-0.323124605169998,-0.495520813817128,-0.378494638933497,-0.0235597820565215,-0.904074071075135,-0.116283558819858
"EPEC_Vic_2 (GE) - TPM",-0.312124408289551,-0.437445636265357,-0.495160615175765,-0.231356219028776,-0.255141896830237,-0.545454630808771,-0.105772498666832,-0.687785102816714,-0.445562761810469,-0.663828101393843,-0.627017876271071,-0.277453569453329,-0.437085666957951,-0.653026865536462,0.266628418494844,-0.337732433352963,-0.189661096963667,-0.708082209734125,-0.025800224959227,-0.751273682552426,-0.914605866976036,-0.312174154636623,-0.495702698709949,-0.466789928838944,0.459197603360343,-0.450726735849602,1.01755818302614,-0.322363504935279,-0.377053614602862,-0.395623558227915,-0.533998826650713,-0.654012333483623,-0.822039710201512,-0.119971888830995,-0.427884478428856,-0.496919930737609,-1.20767231648366,-0.810803781332085,-0.516146669100526,-0.610183034921019,1.17788801389213,-0.781874677445009,-0.166666666666667,-0.717001585871175,-0.746835379833429,-0.536418662247312,0.216781291701033,-0.264514571974047,-0.781630917402139,-0.382669370249964,-0.30293496881181,0.93663854657259,-0.362659446817821,-0.864463318807705,-0.323124605169998,-0.495520813817128,-0.378494638933497,-0.241099690035652,-0.904074071075135,-0.19940953950348
"EPEC_Vic_3 (GE) - TPM",-0.221100656958656,-0.437445636265357,-0.294372214199402,-0.535709717059815,-0.255141896830237,-0.545454630808771,-0.842473291500083,0.411962976110747,-0.345303949034744,-0.663828101393843,0.666911150913989,-0.277453569453329,-0.437085666957951,-0.653026865536462,0.05534785317426,-0.337732433352963,-0.190119780060899,0.949591429984885,0.176864113616889,-0.751273682552426,-0.914605866976036,-0.312174154636623,-0.495702698709949,1.32861061469305,-0.602472007954043,-0.450726735849602,-0.854952592105173,-0.322363504935279,-0.377053614602862,-0.395623558227915,-0.533998826650713,-0.562209004859464,-0.748012007345645,-0.3163581575358,-0.427884478428856,-0.496919930737609,-1.20767231648366,-0.72150077376454,-0.516146669100526,-0.610183034921019,0.422311722654604,-1.33556795291769,-0.166666666666667,-0.717001585871175,0.0766008478554026,0.833382956553356,-0.625241897631601,-0.264514571974047,-0.781630917402139,-0.382669370249964,-0.30293496881181,-0.828121194426082,-0.362659446817821,0.39561256888366,-0.323124605169998,-0.495520813817128,-0.378494638933497,-0.483011199112289,-0.904074071075135,-0.120863735940931
