"","ETEC_RS27295","ETEC_RS00635","ETEC_RS00780","ETEC_RS00785","ETEC_RS02865","ETEC_RS03290","ETEC_RS03295","ETEC_RS03300","ETEC_RS03305","ETEC_RS03310","ETEC_RS03315","ETEC_RS03330","ETEC_RS03340","ETEC_RS03345","ETEC_RS03350","ETEC_RS03355","ETEC_RS03360","ETEC_RS03730","ETEC_RS04055","ETEC_RS04135","ETEC_RS27660","ETEC_RS04785","ETEC_RS04790","ETEC_RS04995","ETEC_RS05625","ETEC_RS05925","ETEC_RS05930","ETEC_RS06375","ETEC_RS07000","ETEC_RS07420","ETEC_RS07715","ETEC_RS07720","ETEC_RS07725","ETEC_RS07730","ETEC_RS08320","ETEC_RS09020","ETEC_RS09470","ETEC_RS09475","ETEC_RS12485","ETEC_RS14545","ETEC_RS14955","ETEC_RS15585","ETEC_RS15590","ETEC_RS15595","ETEC_RS15600","ETEC_RS17170","ETEC_RS17175","ETEC_RS17180","ETEC_RS17185","ETEC_RS17190","ETEC_RS17195","ETEC_RS17200","ETEC_RS18175","ETEC_RS19505","ETEC_RS20325","ETEC_RS20510","ETEC_RS21050","ETEC_RS21575","ETEC_RS21610","ETEC_RS21615","ETEC_RS21775","ETEC_RS21780","ETEC_RS21785","ETEC_RS21790","ETEC_RS21870","ETEC_RS22480","ETEC_RS25405","ETEC_RS26380","ETEC_RS26935"
"ETEC_Ns_3 (GE) - TPM",-0.276833615254237,1.61457529745107,1.73296763651701,2.34998401579519,3.51067717157521,2.58113023973841,2.19513215959222,1.50407448040996,0.900057459752584,2.78904649252213,0.480866114225379,0.334159465489602,2.23627209189258,1.68152788694352,1.13399034862483,1.69916693920739,1.28035864840692,1.68345131371787,0.920995847666301,-1.82645738841887,-0.189498016082989,2.70065622654775,3.26913494585245,0.270229946829191,0.863004920366878,1.25923167735378,0.850309900898665,0.222572216815535,0.203733453274619,0.561805475785868,-0.455411759842007,-0.477877401147617,-0.694313327911463,-0.747109822090912,0.18470674131879,-0.143345005664245,1.45063736760252,1.18782222352305,2.62910228752772,-1.44443766492012,0.0566187990538479,1.24193372567647,0.88100006865117,0.569841365660605,0.363525732814569,1.78348668763213,0.928064236735467,0.545400351438637,0.729827058387718,2.34641127684404,1.76347234387051,1.58018644699988,1.37038572753843,1.72116751011567,0.708745371801701,1.95520245094653,-0.391160565511098,-0.00256375041441486,0.0208861634749305,-0.612377656128773,-0.230266041711353,-0.534256954050968,-0.277091776753087,-0.491930340295494,0.113601506228173,0.648272753430953,0.351507385947103,0.00757876379814497,0.47585569449181
"ETEC_Oss_1 (GE) - TPM",-0.276833615254237,-0.875032837088217,-1.25173521861274,-0.779560265588895,-0.558144824347192,-0.652302520723857,-0.541922857236209,-0.555496186540654,-0.541093070337822,-0.394110867742232,-0.619908662046976,-0.714265183282919,-0.649734603290052,-0.587983753215232,-0.590994370028251,-0.585118859736432,-0.620905397115086,-0.453827864404327,-0.134132848963719,0.770675534568908,-0.189498016082989,-0.663955997423482,-0.567216279603206,-0.0305021328299333,-0.974094193620103,-0.919496724130672,-1.12811147639531,-0.500290862181542,-0.812542630714191,-0.813542994113458,0.761543345692897,0.55244784286073,0.881232486851525,0.89875514644855,-0.667686607599306,-0.723638443971248,-0.456728983415171,-0.254876922458264,-0.54525473073108,0.244652410770482,-1.17461609378487,-0.590663111227776,-0.48925097031813,-0.456397533666086,-0.384990007756908,-0.603496979301246,-0.534314088644601,-0.536778740222626,-0.501056646783502,-0.545846529094564,-0.531174561733824,-0.841515835775586,-0.367407006071612,-0.774357117001692,-0.764395387370674,-0.890780506698317,1.65550797773819,-0.595452546488599,0.940463604650339,0.461024023431595,-0.88799076588083,-0.533906335840047,-0.741332908572372,-0.558379270022985,-0.421416170886433,-0.835206712351935,0.356219512260094,-0.650633891142522,0.553219610999057
"ETEC_Oss_2 (GE) - TPM",-0.276833615254237,-0.760041214685035,0.00901477937382854,0.0318181965292507,-0.633746487350008,-0.627020356094085,-0.540569788236281,-0.555238450445444,-0.535100554173017,-0.309649496351353,-0.606005178462372,-0.65591916298041,-0.665721647612571,-0.60307371927036,-0.588283256518665,-0.665891421673717,-0.746141748155892,0.360670244945739,-0.127343838450906,0.819905676073803,-0.189498016082989,-0.761340079691762,-0.553068104378786,-0.765529123677583,-0.667786782950857,-0.619401674208264,-0.687630818640547,-0.484563716106856,-0.420888161249657,-0.549260253535551,0.0677523893022629,0.160400351454905,0.334503349826404,0.117829942679276,-0.639850570934522,-0.673259623180365,-0.986176888194856,-0.180220035642951,-0.597158986410595,0.693485377400512,-1.0908381557768,-0.657554187442364,-0.589132691961168,-0.407691496183169,-0.576979774815639,-0.63621484945883,-0.455341181791173,-0.42544319105147,-0.309816002038074,0.0715732316427,0.296282920285935,-0.0159821858849736,-0.186106199739034,-0.710479003387302,-0.384174315306349,-0.564010121390421,2.28491134667554,-0.82161281404599,0.279882507849475,1.45792220414211,-0.147881475544072,-0.16589933918633,-0.750398402670303,-0.36389148175299,-0.204137516056095,-0.370256176973035,0.153554052431613,-0.593986169480901,0.232261985860149
"ETEC_Oss_3 (GE) - TPM",-0.276833615254237,-0.662367659002122,-0.629142787658543,-0.487799068412237,-0.363307159963124,-0.600293555882672,-0.528083555984284,-0.571537187979871,-0.527264508401143,0.368243586225169,-0.523748573858503,-0.809856284785397,-0.693539775154693,-0.555580311622326,-0.513810675262065,-0.583005595715397,-0.665170412215465,0.428492243043256,-0.556667866880675,0.827013374280857,-0.189498016082989,-0.794743642270461,-0.593686586934667,-0.570086604937118,-0.507179669338672,-0.822062675483127,-0.581610105625183,-0.424905750649921,-0.682889792255724,-0.621921170376374,0.496435923192435,0.357646949458578,0.0739023454706831,1.06983545993383,-0.63574568451469,-0.330431142581486,-1.03828230852713,-0.536375205010041,-0.605633646678536,0.284599090514136,0.652193316229663,-0.458810840249158,-0.214245426265335,-0.429513954364174,-0.363107322282072,-0.325321336252092,-0.605935389508408,-0.449023583935613,-0.391416689859079,-0.414521490283392,0.113449125225856,0.552196231439929,0.482126012373206,-0.692405072323195,-0.335238713707826,-0.533740606569745,-0.0871831775549973,-0.491371729977654,0.537567341614833,0.0840493997303827,-0.00879881091275875,-0.696088893970181,-1.12274255862955,-0.772870390149851,-0.549534337059698,-0.384666382777176,0.33805317501311,-0.446956086005112,-0.778243662866269
"ETEC_Oxs_1 (GE) - TPM",-0.276833615254237,-0.140381250183192,0.733968444916934,-0.785025736833359,-0.162419844180601,-0.103323564026365,0.0031218053678719,-0.156271992615534,0.116635400076698,0.660072660535929,1.44672479550082,1.41519532182113,0.227848779864902,-0.0469016860548326,0.102465724204813,0.0142606023309859,0.652128798117706,0.369635573167665,1.00597136142476,-0.730196963236328,-0.189498016082989,-0.281127940024139,-0.355423055652004,-0.789558584147174,0.6010873315488,0.37770389133753,-0.220680802353926,0.120195569910656,-0.924616693157396,0.841331444380507,-0.062545822960527,0.25207392743865,0.935864034004708,0.814135543054424,0.831252070199058,0.311602892091761,0.0736901336990763,2.13002926746147,0.372442051622689,-0.371636252215076,0.878707138746231,0.39535223435664,1.45894791956152,0.411836181149322,0.0556852270252645,1.82272249186755,0.628757515569189,0.150253495550704,0.404257226916925,-0.0796102726558828,-0.418424027839105,-0.531574501371608,0.725654035015987,1.48200773127662,0.030753432081426,-0.248488348967745,-1.45867609945063,-0.419569227268083,0.0710478932982805,-0.131448115687462,0.236148448204187,-0.600256930276098,-0.0835623628996186,-0.598135124047734,0.678098814847396,0.982675056013522,-0.335993865520148,0.127252560255958,-0.15914902887443
"ETEC_Oxs_2 (GE) - TPM",-0.276833615254237,0.740056968439474,0.531884344302859,-0.0657448064491216,-0.384785809385235,-0.134854086583964,-0.218830616817281,-0.0524453924982746,-0.0207516159442956,-0.663809049513101,1.70469938971159,0.643735206562784,0.202272430355284,-0.0258884894356466,0.159863704546849,-0.0647991104292786,-0.71241753812634,-0.0133343005442375,2.48185759760379,-0.182933993642221,-0.189498016082989,0.822374505555049,-0.435528796905524,1.28063301650339,0.238107515182559,-0.238039303035804,0.151177572151069,-0.180879678452336,-0.902461201703033,0.397260665185327,0.140403077767235,0.980441184787684,1.49436167924195,0.549816051793,0.472396899675872,-0.130958392647612,0.245388353905819,0.787167015341697,0.0924218326116078,-0.283156628870612,2.97705218276952,1.36455791882456,2.1547448822441,0.0600643593135158,-0.146682849948366,0.659777808701983,0.39811424727817,0.0317723857913181,0.481700584406063,0.442417018752686,-0.563158113811556,-0.478961559228137,1.1918742030189,1.32506113154876,-0.00623921011240382,-0.267787645151777,-0.828022627692088,-0.630245140321544,-0.2644122686655,-0.245404847688062,-0.227832360355241,-0.434061122832162,-0.442580766542114,-0.552708979078207,1.07346391209821,1.25816728480964,-0.434403064736529,-0.0559456110316818,-0.694796014801542
"ETEC_Oxs_3 (GE) - TPM",-0.276833615254237,-0.212192013691605,0.714105452262486,-0.528445774195284,-0.105673329573071,-0.227099024251072,-0.235265552494047,-0.0987777579797802,-0.0172151377925597,0.450116239838079,0.848266680028286,0.256334399724143,0.463002012448768,-0.0968183192376377,0.0405204452109886,-0.210601144850747,0.106260944072723,0.377600641404895,-0.556667866880675,-1.49140955249325,-0.189498016082989,-0.122146749914485,-0.397377244049743,-0.753456813285337,-0.279885827391106,-0.167624859722955,0.0448478076498371,-0.161305708110475,-0.876731326251563,0.241072151376214,-0.479673661828658,0.140705448861323,0.256356108981917,0.0234435448087876,0.354896405847079,-0.0334538598803658,0.87388922684254,0.561217159130195,-0.0100381642821674,-0.65759942424161,-0.536614932711613,1.15183824804124,1.28036803755825,0.501803012774363,0.151038697330979,0.966251710776444,0.258633133183591,0.103916410853352,0.442475021826879,-0.083340877813615,-1.26333738274664,-0.419223875604695,1.21299745122873,1.42425365006928,0.295473436535142,0.0335711656907614,1.24735916343755,-0.182736448685257,0.316139711466747,-0.0601270481124841,0.787906972425057,0.000326273310056319,-0.520834943804762,-0.70684815780372,-0.0194497169187733,1.99416629418397,0.00888348678442642,0.539672762210006,-0.903322208119514
"ETEC_Sp_1 (GE) - TPM",-0.276833615254237,-0.0336176287224749,-0.551910497148058,-0.356330861861176,-0.217777714690985,-0.556791456066831,-0.499056290847546,-0.571537187979871,-0.489580249742663,-0.50817823673271,-0.710327570006187,-0.170711305641553,-0.462188989195081,-0.49097597627441,-0.562596843103938,-0.573257719151093,-0.372800042226779,-0.759741081674038,-0.556667866880675,1.37870257526687,-0.189498016082989,-0.779064794241113,-0.496640450230306,-1.15383528298218,-0.641983017874242,0.627853343635592,0.00710193459705195,-0.433713895914076,0.0527482473781314,0.322865758849259,-0.119850240548916,0.402761994118543,0.308288993167938,0.16735863407475,-0.364457670809336,-0.983792129363159,0.209730850641177,-1.13221225628725,-0.535992206606366,-0.117776850354736,-0.100955379055874,-0.397504248178106,-0.64417668923279,-0.534534627368268,-0.426052318730022,-0.660309245045079,-0.478993152319522,-0.569359588903615,-0.638149002350988,-0.893865402325149,-0.226520180869047,0.324706973927966,-0.536584214703885,-0.732339252170743,-0.034542047575093,-0.80289368654522,0.537024980244191,-0.710689395054685,-0.540494227905513,-0.581828791412139,-0.915389568721099,-0.272445092020943,-0.344202211907218,-0.00607311856111151,-0.9705755646342,-0.593640722034229,-0.639675962021337,-0.444161305127016,-0.987452212071852
"ETEC_Sp_2 (GE) - TPM",-0.276833615254237,-0.417585082112323,2.28240855129124,-0.699050427962272,-0.182068476540737,-0.101992791649447,-0.437496768031442,-0.204975443480251,0.0231888823244971,-1.17300831352222,-0.400565214657504,0.609642926037853,-0.255595244716032,0.197197700191866,0.263758090947199,0.18546172941459,0.0204666978199,-0.864541806728245,-0.556667866880675,1.33743829962171,-0.189498016082989,-0.364823148054298,-0.442761762554302,-1.06956402669465,0.0975856412929157,0.216333453001425,-0.343159627345304,0.218119017469339,0.0607465541374603,1.77750995241084,0.110951965433074,0.206499487662428,0.345132190328347,1.77863876425514,0.65120061121965,-0.744101365147995,1.25626906902113,0.0578490325970299,-0.372259999709368,0.321537312008278,0.958723014003254,0.645926699178544,-0.36088729467355,-0.210118670083828,0.816409676477453,-0.47915701170856,-0.425024691367543,-0.469902432365109,-0.520820081987567,-0.798259169022378,-0.614577411859433,0.0895587052069377,0.0792740890712301,0.738596850560252,0.718585793710335,0.568660501620867,1.03372793343346,-0.620376503660447,-0.335567879385378,-1.00893282722702,-0.913224967799091,-0.68278966505637,-0.803385674980535,-0.137029067170803,-0.910823501392459,-0.400737522323381,-0.525778313300115,-0.531987110409497,-1.16019940985157
"ETEC_Sp_3 (GE) - TPM",-0.276833615254237,-0.419537151833711,-0.822311163563649,-0.342053280559639,-0.399614962179612,-0.513727768360421,-0.548822162029717,-0.419015658023213,-0.52324086896157,0.173525505487409,-0.738061150812231,-0.577351350293165,-0.48528495217171,-0.556866784816074,-0.582332151300589,-0.35223127270367,-0.60800986745252,-0.643131940210289,-0.556667866880675,-0.761234403087625,-0.189498016082989,-0.820011578343572,-0.495080060201888,-1.13733352065912,0.069103156128141,-0.569138671428521,-0.480080246124528,-0.257197215627047,-0.367061963745902,-0.547659214441305,0.012894613312766,-0.184112313964396,-0.125027534328445,-0.00804905230000799,-0.553347214031148,0.618400453300691,-0.903837054323323,-0.868425755832975,-0.530770243671427,0.208455387924603,0.0355599408019954,-0.576217507633951,-0.696933990003299,-0.495485367231928,0.0274088131779011,-0.577574425066433,-0.425313051761341,-0.542391041748799,-0.709253952045514,-0.736398776110882,0.374254362647363,-0.647613315161601,-0.720790457303858,-0.657275997690211,-0.652003610515983,-0.925016777577046,-0.981103547498181,1.40432664960374,-0.655176327284207,-0.600577996876338,-1.02153868833896,-0.380210342671695,-0.203025369374668,0.946975728915082,0.790814021200039,-0.758299515675621,0.0602852009929949,-0.613304335069297,-0.850468741806152
"ETEC_Tm_1 (GE) - TPM",-0.276833615254237,-0.450820354407891,-0.690006370137473,-0.471543819319668,-0.266108641987685,-0.63872453578768,-0.481411425233184,-0.502714606426929,-0.468793638383658,0.0421897452641351,-0.592320667918657,-0.748467157223656,-0.593695351871552,-0.478021622234468,-0.48454872828818,-0.589722572772566,-0.61793326598204,-0.877084968427897,-0.103455035309412,2.05466652292436,-0.189498016082989,-0.314698770628854,-0.484239464365317,0.145467702260189,-0.649062747966059,-0.739391925805541,-0.98983715556709,-0.477406994346217,0.266608760730771,-0.894192248937739,-0.615123524057398,-0.702514795022733,-0.524375425945052,-0.656845184766903,-0.737663164470203,-0.999552045046337,-0.83115815943048,-0.818247226193538,-0.498013005808747,0.305881864553139,-0.143773975994215,-0.605646462621749,-0.665585398819698,-0.499596013301628,-0.661812381294145,-0.538208121052309,-0.437715739523953,-0.52857471256733,-0.593193353463974,-0.790127531940177,-1.04030571740957,-0.412846749945097,-0.943198843297165,-0.727490452657398,0.846169529126939,0.173009380997567,0.684773724549432,-0.103483782828999,-0.993836646374886,-0.909532309541986,0.030722379311445,0.351669326923822,0.0658747740640014,0.41089167467079,-0.870992832359792,-0.336716405573452,-0.512553828813139,0.289800295665898,0.908334670013586
"ETEC_Tm_2 (GE) - TPM",-0.276833615254237,-0.9256042498808,-0.852773029757818,-0.349861656008487,-0.347140195288999,-0.693545976213499,-0.531907624947065,-0.571537187979871,-0.548073775063032,0.147152392600319,-0.617906483084177,-0.796529777553004,-0.591451795496655,-0.567084545110488,-0.583135417526269,-0.691558764500567,-0.569729449381019,-0.70218083161914,-0.556667866880675,0.182525811524142,-0.189498016082989,-0.79228611587643,-0.54090331220805,-0.31219695685871,-0.829467888982335,-0.936495656884944,-1.03157331639507,-0.566710582978179,0.129887194950823,-1.08252859357525,0.0251771713779862,-0.551289050744828,-0.511855637543305,-0.618293329403491,-0.794747983095339,-0.893769023671989,-1.16783116026679,-1.00676598944887,-0.593156611073995,0.130162287405684,0.450205610377888,-0.667285930360433,-0.683524675914912,-0.597416460663005,-0.673915055788345,-0.595340737739372,-0.490847280203366,-0.576782234922039,-0.685760305107466,-0.899582898978068,-1.0934679686497,-0.687798486306619,-0.742910323847034,-0.743874716228681,0.515965017569759,-0.0174940898508261,0.95098453956908,-0.112350614585763,-1.22696579285897,-0.632012492659143,0.0993038401369897,-0.0904323183473272,-0.400915238666463,0.0339503475772014,-0.847569503482005,-0.553625141031458,-0.554175688057749,0.686604763932707,0.306100883675275
"ETEC_Tm_3 (GE) - TPM",-0.276833615254237,-0.685400583178254,-0.995485193190147,-0.054558613826057,-0.398184305025192,-0.642528565300415,-0.539599735353176,-0.547227187302769,-0.535371002496862,-0.421836768940392,-0.61271978948074,-0.673803394562809,-0.623004263600328,-0.581660199681756,-0.551439106905781,-0.709334865440799,-0.599320371465323,-0.855746295044868,0.724028555476912,0.405453254196418,-0.189498016082989,-0.53521200350777,-0.54382115514974,-0.381524285147877,-0.726700479863741,-0.70689580509853,-0.979944252366518,-0.572614250824106,0.165450404316861,-1.03781170978728,0.787253648452908,-0.237720252142619,-0.56622988023476,-0.442468216409277,-0.748547981048781,-1.00697042360126,-0.0241772411522075,-0.88434348886924,-0.583361807288765,-0.623807130252074,0.614631416056395,-0.594710162866029,-0.699297450242302,-0.610866575142794,-0.694490933271857,-0.697583927844709,-0.489324286006108,-0.571139136001707,-0.62559166896048,-0.601258145356859,-0.689688881738838,-0.456298904059245,-0.937984404376013,-0.805544526142876,0.13910488970517,0.253658328839882,0.503921727603706,-0.129979071925037,-1.34299025983231,-0.859272316667445,-0.435574683587102,0.0215182933968412,-0.183348723452887,0.0183965959554407,-0.698577501164181,-0.248559800965948,-0.572603955186745,0.104376361624661,0.182453867963285
"ETEC_Vic_1 (GE) - TPM",-0.276833615254237,-0.398650161081844,0.590942317184741,1.32686516431604,-0.3475464188973,-0.369403128812818,-0.517904114601705,-0.571537187979871,-0.390993096429813,-0.489703169377324,-0.224984225791677,-0.678191289908651,-0.508599907936722,-0.355991526139249,-0.248729437695204,-0.271123107903777,-0.481986124949655,-0.64583447962126,-0.556667866880675,-2.21009823789076,-0.189498016082989,-0.728736019785593,-0.148558651181743,-1.45182194415839,-0.283856424718261,0.527505157575329,0.839837929937852,-0.513647099993109,-0.666557478076545,-0.5991305376215,-0.367117339080898,-0.377340005107769,-0.599021003487704,-0.571398138803538,-0.30435829863071,0.710949517725739,1.98417709411016,0.100573472152274,-0.296437558541828,2.76442566883153,-0.403539830585195,-0.205154784175361,-0.311684846159864,-0.148833754005306,-0.473048973653175,-0.46456561724038,-0.107188325362499,-0.503532709504847,-0.372203651717817,-0.626536960248653,0.109047653832574,-0.738074208742915,-0.548578274295166,0.147490240460484,-0.605180126482432,-0.763359572062193,1.8312097681696,0.661817211122084,-0.260429485708713,-0.715109756203424,0.257781793858684,0.692851892996157,0.772252705630999,0.50410963772892,0.341723603524845,-0.0315004684906546,0.0481418453264261,-0.465439749755828,-0.124174071364842
"ETEC_Vic_2 (GE) - TPM",-0.276833615254237,0.133518791202565,-0.702660340109103,-1.20898801479138,-0.478244054684907,-0.207483660024036,-0.55892729137207,-0.571537187979871,-0.499657959655626,-0.0461312904451892,-0.64404514260808,-0.541233493947668,-0.519257056268174,-0.342404486644767,-0.451733757054713,-0.0104721318560691,-0.445464691011227,-0.792922219869155,-0.556667866880675,0.171861674957988,-0.189498016082989,0.46756497138093,-0.259609998049757,-0.801128905351655,-0.670074377339778,0.0148750814675941,0.701439177940717,-0.440491857368618,-0.6942329751529,-0.332316387252886,-0.469247414831199,-0.136071452629553,-0.523118715025237,-0.638934207900805,-0.517698716947783,-0.585961774914501,-1.47128724225657,1.11665072842191,-0.285379283322209,-0.682834951582023,-0.64904972809233,-0.667285930360433,-0.479330858504707,-0.518579749173787,-0.803107982723919,-0.649820746944264,-0.459070796413257,-0.543070773752622,-0.686803888857733,-1.04743438357983,-0.689585308826616,-0.345348723308315,-0.737470875766452,-0.805544526142876,-0.650238249509061,-0.8998853021888,-1.25572858203316,0.891740165515965,-1.30498261522551,-0.553426213154838,0.0759023590999541,0.987513985208627,1.26767628015152,0.0633031785324933,-0.0256860512034182,-0.439763584628667,0.0416192021582393,-0.666584679564272,0.247664285690422
"ETEC_Vic_3 (GE) - TPM",-0.276833615254237,0.827969002480349,-0.367398418334106,1.68360650655265,-0.578813044110933,-0.412315212690535,-0.55892729137207,-0.571537187979871,-0.475423498963539,-1.17300831352222,-0.55601821153799,-0.383888883511166,-0.313893729730223,-0.391457257738109,-0.324283977024583,-0.037514332834234,-0.262856406726104,-0.998657940231142,-0.556667866880675,0.94652774165177,-0.189498016082989,-0.711599868723276,-0.124329072286931,-0.853781137299733,-0.81810630722021,0.576353293045333,0.958033583242313,-0.374938116286319,-0.442456568701551,0.271634115679096,-0.109665917063673,-0.487180038341041,-0.344563709707521,-0.956390546568627,-0.413204008811592,-0.114555341975717,-1.47128724225657,-0.0354092086094701,-0.416922526127557,-0.104557404174272,0.431465728645459,-0.519715581258062,-0.400298039683688,-0.409046328593505,-0.300342541577841,-0.564453423226797,-0.63225381450333,-0.555714753296532,-0.668165612952032,-1.04743438357983,-0.248668578980759,-0.699102125671533,-0.217440158419617,-0.645371637495194,-0.469303056384989,-0.89600392977637,0.74390326083267,0.734852557882959,-0.638962267074896,-1.1055580933866,0.301336722028528,-0.0187253138827582,0.0721257320595681,0.703995672391175,0.128000256647806,-0.258706344851688,-0.305999075651796,-0.526468694030727,0.194492890184061
