"","CJJ81176_RS08630","CJJ81176_RS08635","CJJ81176_RS00245","CJJ81176_RS00445","CJJ81176_RS01010","CJJ81176_RS01545","CJJ81176_RS01920","CJJ81176_RS02230","CJJ81176_RS02305","CJJ81176_RS02330","CJJ81176_RS02340","CJJ81176_RS02365","CJJ81176_RS02550","CJJ81176_RS02955","CJJ81176_RS02990","CJJ81176_RS03775","CJJ81176_RS03825","CJJ81176_RS04300","CJJ81176_RS04305","CJJ81176_RS04310","CJJ81176_RS05195","CJJ81176_RS05205","CJJ81176_RS05395","CJJ81176_RS05405","CJJ81176_RS05460","CJJ81176_RS05800","CJJ81176_RS05980","CJJ81176_RS05985","CJJ81176_RS06025","CJJ81176_RS06075","CJJ81176_RS06300","CJJ81176_RS06475","CJJ81176_RS06550","CJJ81176_RS06995","CJJ81176_RS07040","CJJ81176_RS07095","CJJ81176_RS07125","CJJ81176_RS07145","CJJ81176_RS07475","CJJ81176_RS07490","CJJ81176_RS07615","CJJ81176_RS07620","CJJ81176_RS07625","CJJ81176_RS07630","CJJ81176_RS07805","CJJ81176_RS07925","CJJ81176_RS07960","CJJ81176_RS07990","CJJ81176_RS08220","CJJ81176_RS08225","CJJ81176_RS08230","CJJ81176_RS08470","CJJ81176_RS08475","CJJ81176_RS08480"
"Campy_Oxs_3 (GE) - TPM",-0.792360476659277,-1.16435302137681,-1.55392784432602,-1.71750208642349,0.792827365409754,2.03637988962455,1.41632405230463,1.17813644535559,-1.51983650668856,-1.134504535278,-2.04377274685737,-1.77294882674572,2.11273092246271,0.420733734239362,-0.0712551024629054,-1.69958007569632,1.10272309672789,1.5962943797277,1.70458759861319,0.416506772425204,-0.94445603490957,-1.448240256972,1.66738880185206,0.587504356144768,-1.16485914652387,1.40690403462001,2.6275053615374,1.40489012276328,1.12345765820624,-1.52537547668964,0.767728624072349,1.01787078735469,0.424175305729252,2.32621923520754,0.893567416732167,-0.924016570753868,-1.06036996339977,-1.85053589092233,-1.92195665487346,-2.09295687444517,-1.36481125445733,-1.4324309218738,-1.64990734647038,-2.05041671445335,1.32354448720181,-0.100524044326541,2.29382029459569,-0.966534321883011,-1.86334548244033,-1.84173224846146,-1.63365597496538,1.57838975315027,2.5713030205436,1.69361683509557
"Campy_Sp_1 (GE) - TPM",-0.178400267784443,0.19373629313738,1.34175070255244,1.00846763503854,-1.64491769584809,-1.03321587056574,-1.33840851868435,0.0235113678507741,2.29145626166948,1.61801867750266,0.666614807918173,0.489970924842916,-1.52728338664611,-1.91119361283481,-1.02389868958167,0.631748292524313,-0.651531386282447,-0.658208806195372,-1.24571416061364,-0.762420835400202,2.76130048702854,1.3644319470454,-0.376957946050733,-1.3807448822075,0.229175255212817,-1.58811816169208,-1.1589482127535,-2.12656247316007,-1.38717404064437,0.930482195827017,-1.31662715845656,-2.15486958076654,-0.703969675541756,-1.07534649803476,-0.973490036566044,2.38584125020806,1.423718379451,1.77639652066902,-0.0330383032522118,-1.03538546114806,1.77822504037678,1.82396751767313,1.81349614342268,0.57287730062783,-1.6072608153713,-1.40839811532318,-0.616328098043086,2.72313410563987,1.5968301635923,1.14154718167782,2.20722492588468,-2.15970818200143,-1.47246700082805,-2.08643198008755
"Campy_Sp_2 (GE) - TPM",1.0637946946658,1.67570928470757,1.612080835575,-0.0797844903985327,-1.81414794584151,-1.0285280684817,-1.02146491987012,-1.29790732354852,2.30509499838241,1.270038809675,0.89640999455209,-0.0122859692174737,-2.01222600029229,-2.26322626994848,-1.37923988369825,0.50967772774043,-0.757858047431683,-1.39773048956103,-1.28273602843965,-1.51407170708112,1.71085322194338,0.863226593258255,-0.000471359932227898,-1.27680409366446,0.574222840351326,-1.78630956491699,-1.10530620762468,-1.9496114752094,-1.52879521269465,1.77989231146064,-1.86866258879388,-1.43801621340937,-1.82352539872509,-1.15247072625962,-1.31517027985018,2.70086832931217,0.543697613967083,1.69927051403904,0.0938743527488631,-0.489908563765696,1.49716037053275,2.62314506417249,1.9452297185949,-0.157309104523694,-1.55428623169213,-0.490136691875632,-1.50717100033622,1.57575131968254,1.57172549236576,1.41504230572073,1.60657589400245,-1.63390702300804,-1.56792994663858,-2.325380166873
"Campy_Sp_3 (GE) - TPM",0.46982876042594,1.09341478511186,0.398198561532728,-1.00789451944059,-0.83845934721106,-0.877017405389377,0.897101755539647,-1.37540093160071,1.17810695391599,1.48386358386228,0.0920457540567834,-0.257190211754812,-1.0064092353735,-1.8614551953249,-1.0107444137345,-0.38003003679832,-0.822464182284326,-0.595055716974153,0.067400987085662,-1.12099754948549,1.39072418809205,1.44482187421485,-0.579694110608006,0.965097956151363,-0.273022594582793,0.247159281067197,-0.38605132074182,-1.27209423570693,-0.91919691838124,2.24373711738642,-0.514049554931325,0.0576616767351569,-0.931395866864346,-0.0300197084884489,-0.475273834162517,1.07151063550603,0.684631119116753,1.43389981025586,-0.586037641221855,-1.22250512809998,1.09349656671306,1.6365414528051,1.79474867438617,0.0453613327198403,-1.14395902619062,-1.6161526571999,-0.599515131204014,1.36085506727472,0.514945289509672,0.438708372587007,1.34376394184141,-0.762460158621829,-0.917687539485828,-0.780702471560954
"Campy_Tm_1 (GE) - TPM",2.26481528016976,0.649742621410174,1.15569441727852,1.85291710690176,-0.174750250000053,0.0864654741857303,-0.674535854941208,-1.79425649837122,-0.23453824790828,0.479159865806471,0.233639450002017,0.914982930983431,-0.577101393621713,-0.601531733505216,-0.960779758103088,0.602005957709132,-1.61315096472026,0.101791436015843,1.15131474198289,0.523941896132553,-0.5652458893327,0.155551862534541,-0.887008366892408,-1.53156022994373,-0.0224041946036102,-0.392928673862496,-1.10224530283129,-0.329617968526243,-0.131100172823414,1.00391964492856,-0.174466842001956,-0.282730605478342,0.372768558121893,-0.881264505181159,0.03396191513686,-0.269276272193329,2.260683659754,1.70253795527408,1.82586181561752,1.59662628428642,1.26003516436568,0.292466279137651,-0.125877801180224,0.536542810093744,-0.425306113996018,-0.593512222203827,0.33644337742943,1.86693089753325,-0.264506454373215,0.0155209779382754,0.551760376583855,-1.59678937647237,-1.48094385929084,-0.731322812612825
"Campy_Tm_2 (GE) - TPM",2.35644820222128,0.959867872698606,1.11980352463547,1.12443767836551,-0.361171793963699,-0.18889227965964,0.0277952312446064,-0.102780010713937,-0.456207133161119,0.196071243172444,0.334461335693003,1.08270965144516,-0.770594417045846,-0.276486255208678,-1.16430681815479,1.30619482883406,-0.52735301238627,0.0583154577146173,0.315148614914203,0.319645708667823,0.419564420949954,0.542929918846657,-0.837156500575795,0.181419888756077,0.563168863508267,-0.457252885817175,-0.733700044935196,-0.22384416377552,-0.871143398288666,0.365720384345352,-0.0237474473501857,-1.31536277244836,0.190928033594439,-0.611147911575849,-0.396424283255404,-0.342834711628894,1.55930881317731,0.112264955607922,0.87629176472847,0.707720192849806,0.876298274108387,0.528033250210665,0.302875875831775,0.635969322766888,-0.376943820243228,-0.589115709410921,-0.306294967907405,2.02782155384776,-0.326389426778818,0.157001879799942,0.604916044976714,-1.14615470476604,-0.83797973200697,-0.74310044584984
"Campy_Tm_3 (GE) - TPM",0.879743027199426,1.20958936227642,0.414969638865248,1.50536159547373,-0.153937171419186,0.26995030897692,0.245059668918639,0.0104431824427458,-0.714365833115157,-0.208598341364607,-0.328704820997842,0.442647453138627,-0.461646993499625,-0.282668469491954,0.245711803403862,-0.00094045852118587,-0.0345652234890379,0.709432234932779,0.156151660122786,0.044058847885301,-0.258990576475183,-0.150417550044636,-0.0864539676430157,-0.0921845298186752,-0.715622967780605,-0.154766108905392,0.44953458373759,1.01273789651085,-0.52993495328172,0.629822392346182,-0.445865181686047,-0.58777166273433,0.544257538907615,-0.133075544996993,-0.118336333699818,-0.381146467316691,2.09230667861673,1.31664053227633,0.511488738426229,0.186439202402682,0.319011691612576,-0.0631174044544712,-0.320401872956045,-0.17799542807426,-0.0127184777780251,-0.52224033997599,0.57683837562027,1.16156127812106,-0.605116355774674,-0.498236892783864,-0.509457984398512,-0.369454327186732,-0.361991378048327,1.13103025710242
"Campy_Vic_1 (GE) - TPM",0.858165197269034,0.796890773655708,-0.111567272682382,-0.244078416531348,-0.464002570771475,-0.293162216939199,-0.0145285780529167,0.910455093265645,-0.361050502269899,1.0294974644143,1.06219375015572,1.30580210854305,-0.227556761955577,0.197867672908266,-1.05035130495104,1.15090927333518,0.151250855097932,-0.72856938405086,-0.10732157681091,0.541903340568076,0.535833104054953,1.24654765202188,-1.18305378327639,0.234940871294611,0.458495446436006,-0.67395681320354,-0.778701035458418,-0.775324991812237,-1.36260459387995,-0.10747686971194,0.0624798677031328,-1.13122826203782,-1.63406592070762,-0.240859687704002,-0.482931609342807,0.160252342600115,1.08009191605324,-0.996124361652163,0.216305395234141,0.373015573677431,0.623269447431701,0.262900855103651,0.0674913921536696,1.17656144582209,-0.529492481391734,1.75792663767112,-0.502819704842205,-1.37244924122103,0.367016574114563,0.180006198740105,-0.0725868483681535,-0.553562882258885,-0.0101141116699717,0.186015880378122
"Campy_Vic_2 (GE) - TPM",1.36967429626519,1.24149532713573,0.712783607285401,0.269359057454769,-0.678280709996979,-0.355927116535525,-0.889136484009041,-0.621778710414581,-0.0912216817199459,1.04063079023791,1.28702753115854,0.528059124892225,0.145739881572942,-0.307798700537726,-0.933470643995119,1.15980043892549,-0.455214153333362,-1.10491736349912,-0.686522330153626,0.299609621190182,0.408085278298492,0.0657595020137626,-0.38268259979391,-0.368123101782752,0.948231540447274,-0.827146559294812,-0.671915762046693,-0.184434267711379,-0.83724727412325,0.4586903874929,-0.119980157552051,-0.750415022848139,-0.827207283138354,0.142682069892673,-0.406256902408634,0.121121532150029,0.261897394837977,-0.518515717887624,1.57312320400279,1.45780019203998,0.941874069878775,0.208087147145028,0.120799244999453,0.648149383331194,-0.665335115327046,0.704634093250921,-0.336526769144833,-0.325970668294005,0.105789821562904,0.321162856861981,0.196709619566895,-0.700607224575756,-0.227034257914461,0.420624250502024
"Campy_Vic_3 (GE) - TPM",1.15748120788506,1.17819447965198,0.508387579686003,0.375405926341986,-0.531347058629807,-0.235252318614752,-0.271996971224618,0.298463934369628,0.00394559887341891,0.59414615054331,0.56750866095555,0.901037941856327,-0.317445983272658,-0.68899889745288,-0.368576752126815,-0.100083619679643,-0.540252863634556,-0.446433021570657,0.0777308346657981,-0.66555381384268,-0.396093614098412,-0.202354524907552,0.115979157601034,-0.892846257502327,0.875551858718643,-1.16906305228494,-0.589451489841107,0.350517954630333,-0.420894739200944,0.490065327679093,-0.931823811757381,0.0241768424058826,-1.04732486808506,-0.82593234581442,-1.01908163396897,0.122352260159349,0.791042964343298,0.0171394445728262,1.17846581748349,1.21411218111367,0.972297629621021,0.799356147878861,0.375354443323413,0.414720026186276,-0.825750398844398,0.942932523235746,-0.00100278844331515,-0.389305277377324,0.194160347618244,0.547967321245281,0.491906433138489,-0.703951342405607,-0.50508040862794,0.182766771132893
